product_title,product_url,brand,sales_price,mrp,discount_percent,number_of_ratings,number_of_reviews,type_of_oven,capacity_litres,model_name,star_rating
"IFB 25 L Convection Microwave Oven  (25BC4, Black)",https://www.flipkart.com/ifb-25-l-convection-microwave-oven/p/itmef2ztgtew4cnz?pid=MRCEF2ZSV7RPRVHK&lid=LSTMRCEF2ZSV7RPRVHKS8MD9S&marketplace=FLIPKART&store=j9e%2Fm38%2Fo49&srno=b_3_58&otracker=browse&iid=58bb5f6e-b434-4d1a-ba75-706737a29197.MRCEF2ZSV7RPRVHK.SEARCH&ssid=kcdjifkahs0000001686492470086,IFB,13300,17890,25,1344,156,Convection,25,25BC4,4.4
"SAMSUNG 28 L Convection & Grill Microwave Oven  (MC28H5025VR, Black)",https://www.flipkart.com/samsung-28-l-convection-grill-microwave-oven/p/itmc6cc053cb0d63?pid=MRCGAPRHQP3FVASF&lid=LSTMRCGAPRHQP3FVASFKZR1AT&marketplace=FLIPKART&store=j9e%2Fm38%2Fo49&srno=b_3_59&otracker=browse&iid=58bb5f6e-b434-4d1a-ba75-706737a29197.MRCGAPRHQP3FVASF.SEARCH&ssid=kcdjifkahs0000001686492470086,SAMSUNG,15990,20990,23,13,0,Convection & Grill,28,MC28H5025VR,4.0
"SAMSUNG 32 L Convection & Grill Microwave Oven  (MC32A7035CT, Silver)",https://www.flipkart.com/samsung-32-l-convection-grill-microwave-oven/p/itm97bf1ebbfcd96?pid=MRWGB542CGFFDBFD&lid=LSTMRWGB542CGFFDBFDBXSQUY&marketplace=FLIPKART&store=j9e%2Fm38%2Fo49&srno=b_3_61&otracker=browse&iid=58bb5f6e-b434-4d1a-ba75-706737a29197.MRWGB542CGFFDBFD.SEARCH&ssid=kcdjifkahs0000001686492470086,SAMSUNG,16990,20000,15,2706,317,Convection & Grill,32,MC32A7035CT,4.4
"Panasonic 23 L Convection Microwave Oven  (NN-CT353BFDG, Black Mirror)",https://www.flipkart.com/panasonic-23-l-convection-microwave-oven/p/itmdwdmnwugfruzy?pid=MRCDWBZX3ZFSPSGH&lid=LSTMRCDWBZX3ZFSPSGHMPZYWZ&marketplace=FLIPKART&store=j9e%2Fm38%2Fo49&srno=b_3_62&otracker=browse&iid=58bb5f6e-b434-4d1a-ba75-706737a29197.MRCDWBZX3ZFSPSGH.SEARCH&ssid=kcdjifkahs0000001686492470086,Panasonic,10790,14590,26,1473,173,Convection,23,NN-CT353BFDG,4.4
"Panasonic 23 L Convection & Grill Microwave Oven  (NN-CT35MBFDG, SILVER)",https://www.flipkart.com/panasonic-23-l-convection-grill-microwave-oven/p/itm15cb5e41b03f3?pid=MRCGGHHXQUXUNZWE&lid=LSTMRCGGHHXQUXUNZWE95LKLX&marketplace=FLIPKART&store=j9e%2Fm38%2Fo49&srno=b_3_63&otracker=browse&iid=58bb5f6e-b434-4d1a-ba75-706737a29197.MRCGGHHXQUXUNZWE.SEARCH&ssid=kcdjifkahs0000001686492470086,Panasonic,11249,15290,26,,,Convection & Grill,23,NN-CT35MBFDG,3.8
"SAMSUNG 28 L Convection Microwave Oven  (MC28A6036QK, Black)",https://www.flipkart.com/samsung-28-l-convection-microwave-oven/p/itmfeef30f5b4fd8?pid=MRCGBTMZF3UFWQEA&lid=LSTMRCGBTMZF3UFWQEAYGASI9&marketplace=FLIPKART&store=j9e%2Fm38%2Fo49&srno=b_3_65&otracker=browse&iid=58bb5f6e-b434-4d1a-ba75-706737a29197.MRCGBTMZF3UFWQEA.SEARCH&ssid=kcdjifkahs0000001686492470086,SAMSUNG,17250,20300,15,,,Convection,28,MC28A6036QK,4.7
"Voltas Beko 20 L Convection Microwave Oven  (MC20SD, Silver)",https://www.flipkart.com/voltas-beko-20-l-convection-microwave-oven/p/itm7b8deb2d461e9?pid=MRCFZDVVGEG3ZEQB&lid=LSTMRCFZDVVGEG3ZEQBQ7MASH&marketplace=FLIPKART&store=j9e%2Fm38%2Fo49&srno=b_3_66&otracker=browse&iid=58bb5f6e-b434-4d1a-ba75-706737a29197.MRCFZDVVGEG3ZEQB.SEARCH&ssid=kcdjifkahs0000001686492470086,Voltas Beko,8339,12990,35,22,2,Convection,20,MC20SD,3.8
"ONIDA 23 L Air Fryer Convection Microwave Oven  (MO23CJS11BN, Black)",https://www.flipkart.com/onida-23-l-air-fryer-convection-microwave-oven/p/itmf3rtz97jrknss?pid=MRCFHHWDEYGERJKF&lid=LSTMRCFHHWDEYGERJKFS0NR7U&marketplace=FLIPKART&store=j9e%2Fm38%2Fo49&srno=b_3_67&otracker=browse&iid=58bb5f6e-b434-4d1a-ba75-706737a29197.MRCFHHWDEYGERJKF.SEARCH&ssid=kcdjifkahs0000001686492470086,ONIDA,8990,12360,27,2683,399,Convection,23,MO23CJS11BN,4.2
"LG 28 L Convection Microwave Oven  (MC2886BHT, BLACK)",https://www.flipkart.com/lg-28-l-convection-microwave-oven/p/itmcab59590c7af4?pid=MRCG8X8ETJEE9KS6&lid=LSTMRCG8X8ETJEE9KS6KCZVPI&marketplace=FLIPKART&store=j9e%2Fm38%2Fo49&srno=b_3_69&otracker=browse&iid=58bb5f6e-b434-4d1a-ba75-706737a29197.MRCG8X8ETJEE9KS6.SEARCH&ssid=kcdjifkahs0000001686492470086,LG,16199,19099,15,18,1,Convection,28,MC2886BHT,4.2
"Haier 25 L Convection Microwave Oven  (HIL2501CBSH, Black)",https://www.flipkart.com/haier-25-l-convection-microwave-oven/p/itmb7f534cf6ab31?pid=MRCFJM3934TAZYGT&lid=LSTMRCFJM3934TAZYGTCNR98Z&marketplace=FLIPKART&store=j9e%2Fm38%2Fo49&srno=b_3_70&otracker=browse&iid=58bb5f6e-b434-4d1a-ba75-706737a29197.MRCFJM3934TAZYGT.SEARCH&ssid=kcdjifkahs0000001686492470086,Haier,13200,18999,30,,,Convection,25,HIL2501CBSH,4.9
"LG 32 L Convection Microwave Oven  (MC3286BLT, Black)",https://www.flipkart.com/lg-32-l-convection-microwave-oven/p/itmegvvbghgbw6kf?pid=MRCEGVVBSGYFZ4FN&lid=LSTMRCEGVVBSGYFZ4FNUXUUI7&marketplace=FLIPKART&store=j9e%2Fm38%2Fo49&srno=b_3_71&otracker=browse&iid=58bb5f6e-b434-4d1a-ba75-706737a29197.MRCEGVVBSGYFZ4FN.SEARCH&ssid=kcdjifkahs0000001686492470086,LG,15999,21999,27,468,52,Convection,32,MC3286BLT,4.4
"LG 28 L Convection Microwave Oven  (MJ2887BFUM, Black)",https://www.flipkart.com/lg-28-l-convection-microwave-oven/p/itm28dfb40840569?pid=MRCG93YXHVASJAMG&lid=LSTMRCG93YXHVASJAMGB09QMD&marketplace=FLIPKART&store=j9e%2Fm38%2Fo49&srno=b_4_73&otracker=browse&iid=86fffc59-4a84-4f8f-b206-016b4bf2f2b5.MRCG93YXHVASJAMG.SEARCH&ssid=wxj1iu82wg0000001686492612205,LG,18290,23999,23,40,2,Convection,28,MJ2887BFUM,4.4
"SAMSUNG 21 L Convection Microwave Oven  (CE77JD-QB/TL, Black)",https://www.flipkart.com/samsung-21-l-convection-microwave-oven/p/itmfyxtwtycuuhbj?pid=MRCEYFU68WZK4D8H&lid=LSTMRCEYFU68WZK4D8HCQB4LQ&marketplace=FLIPKART&store=j9e%2Fm38%2Fo49&srno=b_4_74&otracker=browse&iid=86fffc59-4a84-4f8f-b206-016b4bf2f2b5.MRCEYFU68WZK4D8H.SEARCH&ssid=wxj1iu82wg0000001686492612205,SAMSUNG,13200,17090,22,28,1,Convection,21,CE77JD-QB/TL,4.0
"Godrej 28 L Convection Microwave Oven  (GME 728 CF1 PM, Golden Rose)",https://www.flipkart.com/godrej-28-l-convection-microwave-oven/p/itmf8r27jzcykuxh?pid=MRCF8R276VZQ3MQP&lid=LSTMRCF8R276VZQ3MQP7PPEIV&marketplace=FLIPKART&store=j9e%2Fm38%2Fo49&srno=b_4_75&otracker=browse&iid=86fffc59-4a84-4f8f-b206-016b4bf2f2b5.MRCF8R276VZQ3MQP.SEARCH&ssid=wxj1iu82wg0000001686492612205,Godrej,14299,17919,20,54,14,Convection,28,GME 728 CF1 PM,4.1
"BAJAJ 23 L Convection Microwave Oven  (2310ETC, Black)",https://www.flipkart.com/bajaj-23-l-convection-microwave-oven/p/itmdxecdmq53qrsz?pid=MRCDXECBH5C7CYD8&lid=LSTMRCDXECBH5C7CYD89M2ETN&marketplace=FLIPKART&store=j9e%2Fm38%2Fo49&srno=b_4_77&otracker=browse&iid=86fffc59-4a84-4f8f-b206-016b4bf2f2b5.MRCDXECBH5C7CYD8.SEARCH&ssid=wxj1iu82wg0000001686492612205,BAJAJ,11699,12000,2,188,33,Convection,23,2310ETC,4.3
"MarQ by Flipkart 28 L Low-Cal Fry Convection Microwave Oven  (28AMWCMQB, Black)",https://www.flipkart.com/marq-flipkart-28-l-low-cal-fry-convection-microwave-oven/p/itm2813f7331ee3f?pid=MRCFQEBQKXGSCTHB&lid=LSTMRCFQEBQKXGSCTHB4TQGPZ&marketplace=FLIPKART&store=j9e%2Fm38%2Fo49&srno=b_4_78&otracker=browse&iid=86fffc59-4a84-4f8f-b206-016b4bf2f2b5.MRCFQEBQKXGSCTHB.SEARCH&ssid=wxj1iu82wg0000001686492612205,MarQ by Flipkart,6999,11899,41,496,62,Convection,28,28AMWCMQB,4.2
"MarQ by Flipkart 30 L with 200 Auto Cook Menus Convection Microwave Oven  (AC930AHY-ST / AC930AHY-S, Black, Silver)",https://www.flipkart.com/marq-flipkart-30-l-200-auto-cook-menus-convection-microwave-oven/p/itm7ea7d2d84f14f?pid=MRCFH4YHYX7GAD4E&lid=LSTMRCFH4YHYX7GAD4EQHVSRM&marketplace=FLIPKART&store=j9e%2Fm38%2Fo49&srno=b_4_79&otracker=browse&iid=86fffc59-4a84-4f8f-b206-016b4bf2f2b5.MRCFH4YHYX7GAD4E.SEARCH&ssid=wxj1iu82wg0000001686492612205,MarQ by Flipkart,10999,11999,8,1861,286,Convection,30,AC930AHY-ST / AC930AHY-S,4.3
"LG 28 L Convection Microwave Oven  (MC2886BFUM, Black)",https://www.flipkart.com/lg-28-l-convection-microwave-oven/p/itmew8zypkagyh5g?pid=MRCEW8ZYTXMXTDHS&lid=LSTMRCEW8ZYTXMXTDHS3HWS6D&marketplace=FLIPKART&store=j9e%2Fm38%2Fo49&srno=b_4_81&otracker=browse&iid=86fffc59-4a84-4f8f-b206-016b4bf2f2b5.MRCEW8ZYTXMXTDHS.SEARCH&ssid=wxj1iu82wg0000001686492612205,LG,15390,19690,21,382,36,Convection,28,MC2886BFUM,4.5
"BAJAJ 20 L Solo Microwave Oven  (20 MT DLX, BLACK)",https://www.flipkart.com/bajaj-20-l-solo-microwave-oven/p/itm7d1feaac6300e?pid=MRCGA7ZJYYC5WGFG&lid=LSTMRCGA7ZJYYC5WGFG6SLNKB&marketplace=FLIPKART&store=j9e%2Fm38%2Fo49&srno=b_4_82&otracker=browse&iid=86fffc59-4a84-4f8f-b206-016b4bf2f2b5.MRCGA7ZJYYC5WGFG.SEARCH&ssid=wxj1iu82wg0000001686492612205,BAJAJ,7274,10000,27,3,0,Solo,20,20 MT DLX,5.0
"Voltas Beko 20 L Solo Microwave Oven  (MS20MPW, White)",https://www.flipkart.com/voltas-beko-20-l-solo-microwave-oven/p/itmde4ce5de50ac7?pid=MRCG6F5ZTYYQGD8U&lid=LSTMRCG6F5ZTYYQGD8UPSEDAE&marketplace=FLIPKART&store=j9e%2Fm38%2Fo49&srno=b_4_83&otracker=browse&iid=86fffc59-4a84-4f8f-b206-016b4bf2f2b5.MRCG6F5ZTYYQGD8U.SEARCH&ssid=wxj1iu82wg0000001686492612205,Voltas Beko,5000,6890,27,22,2,Solo,20,MS20MPW,4.2
"LG 32 L Convection Microwave Oven  (MJEN326UH, Black)",https://www.flipkart.com/lg-32-l-convection-microwave-oven/p/itm91d2bf0ead978?pid=MRCFMKHWCHNHWBDY&lid=LSTMRCFMKHWCHNHWBDY9MECIC&marketplace=FLIPKART&store=j9e%2Fm38%2Fo49&srno=b_4_85&otracker=browse&iid=86fffc59-4a84-4f8f-b206-016b4bf2f2b5.MRCFMKHWCHNHWBDY.SEARCH&ssid=wxj1iu82wg0000001686492612205,LG,23939,28700,16,200,17,Convection,32,MJEN326UH,4.5
"SAMSUNG 21 L Convection Microwave Oven  (CE76JD-B1/XTL, Black)",https://www.flipkart.com/samsung-21-l-convection-microwave-oven/p/itmfef1bba942fd9?pid=MRCGJZYUKXYHUVB6&lid=LSTMRCGJZYUKXYHUVB6YIMBTX&marketplace=FLIPKART&store=j9e%2Fm38%2Fo49&srno=b_4_86&otracker=browse&iid=86fffc59-4a84-4f8f-b206-016b4bf2f2b5.MRCGJZYUKXYHUVB6.SEARCH&ssid=wxj1iu82wg0000001686492612205,SAMSUNG,11790,14590,19,,,Convection,21,CE76JD-B1/XTL,4.4
"Whirlpool 20 L Convection Microwave Oven  (Magicook Pro 22CE, Black)",https://www.flipkart.com/whirlpool-20-l-convection-microwave-oven/p/itm8aeca5b67fb09?pid=MRCFVGQ78ZCDSZPY&lid=LSTMRCFVGQ78ZCDSZPYKOYFUQ&marketplace=FLIPKART&store=j9e%2Fm38%2Fo49&srno=b_4_87&otracker=browse&iid=86fffc59-4a84-4f8f-b206-016b4bf2f2b5.MRCFVGQ78ZCDSZPY.SEARCH&ssid=wxj1iu82wg0000001686492612205,Whirlpool,9990,15050,33,544,44,Convection,20,Magicook Pro 22CE,4.2
"BAJAJ 25 L Convection Microwave Oven  (2504ETC, Silver Grey)",https://www.flipkart.com/bajaj-25-l-convection-microwave-oven/p/itmdxecddzedgxuf?pid=MRCDXECBJVZ6UMUH&lid=LSTMRCDXECBJVZ6UMUH316VZA&marketplace=FLIPKART&store=j9e%2Fm38%2Fo49&srno=b_4_89&otracker=browse&iid=86fffc59-4a84-4f8f-b206-016b4bf2f2b5.MRCDXECBJVZ6UMUH.SEARCH&ssid=wxj1iu82wg0000001686492612205,BAJAJ,9199,10450,11,348,41,Convection,25,2504ETC,4.3
"BAJAJ 17 L Solo Microwave Oven  (1701 MT Dlx, Black)",https://www.flipkart.com/bajaj-17-l-solo-microwave-oven/p/itmf37a4uzph3mgs?pid=MRCF36ZBG6KA7VVA&lid=LSTMRCF36ZBG6KA7VVA9JIKW3&marketplace=FLIPKART&store=j9e%2Fm38%2Fo49&srno=b_4_90&otracker=browse&iid=86fffc59-4a84-4f8f-b206-016b4bf2f2b5.MRCF36ZBG6KA7VVA.SEARCH&ssid=wxj1iu82wg0000001686492612205,BAJAJ,6275,6565,4,206,18,Solo,17,1701 MT Dlx,4.4
"SAMSUNG 23 L Baker Series Grill Microwave Oven with Crusty Plate  (MG23T5012CK/TL, Black)",https://www.flipkart.com/samsung-23-l-baker-series-grill-microwave-oven-crusty-plate/p/itmd0f297876d07f?pid=MRCFY9G7URSAXCFC&lid=LSTMRCFY9G7URSAXCFCW9IRPY&marketplace=FLIPKART&store=j9e%2Fm38%2Fo49&srno=b_4_91&otracker=browse&iid=86fffc59-4a84-4f8f-b206-016b4bf2f2b5.MRCFY9G7URSAXCFC.SEARCH&ssid=wxj1iu82wg0000001686492612205,SAMSUNG,11090,13490,17,222,14,Grill,23,MG23T5012CK/TL,3.9
"SAMSUNG 32 L Convection Microwave Oven  (CE117PC-B3/XTL, Black)",https://www.flipkart.com/samsung-32-l-convection-microwave-oven/p/itm78573950fdeeb?pid=MRCGMEHV9VAYMAK3&lid=LSTMRCGMEHV9VAYMAK3YDOLDZ&marketplace=FLIPKART&store=j9e%2Fm38%2Fo49&srno=b_4_94&otracker=browse&iid=86fffc59-4a84-4f8f-b206-016b4bf2f2b5.MRCGMEHV9VAYMAK3.SEARCH&ssid=wxj1iu82wg0000001686492612205,SAMSUNG,17700,24990,29,,,Convection,32,CE117PC-B3/XTL,4.7
"SAMSUNG 28 L Convection Microwave Oven  (MC28H5025VR, Black with Delight Red)",https://www.flipkart.com/samsung-28-l-convection-microwave-oven/p/itmc6cc053cb0d63?pid=MRCGAPJQDDGQXE92&lid=LSTMRCGAPJQDDGQXE921TG7OW&marketplace=FLIPKART&store=j9e%2Fm38%2Fo49&srno=b_4_95&otracker=browse&iid=86fffc59-4a84-4f8f-b206-016b4bf2f2b5.MRCGAPJQDDGQXE92.SEARCH&ssid=wxj1iu82wg0000001686492612205,SAMSUNG,15900,20990,24,13,0,Convection,28,MC28H5025VR,4.0
"IFB 23 L Convection Microwave Oven  (23BC5, Black)",https://www.flipkart.com/ifb-23-l-convection-microwave-oven/p/itmfhyzgpkmup5wc?pid=MRCFHYZG8BGAP6CY&lid=LSTMRCFHYZG8BGAP6CYJX9IVB&marketplace=FLIPKART&store=j9e%2Fm38%2Fo49&srno=b_5_97&otracker=browse&iid=00eaaf08-c24d-4981-98a4-066828159a82.MRCFHYZG8BGAP6CY.SEARCH&ssid=a3sm5w9akg0000001686492761426,IFB,12300,16290,24,35,3,Convection,23,23BC5,4.4
"LG 28 L Convection Microwave Oven  (MJEN286UF, Black)",https://www.flipkart.com/lg-28-l-convection-microwave-oven/p/itm608c84812aab5?pid=MRCGA84FSH7RXFMM&lid=LSTMRCGA84FSH7RXFMMCZK8GD&marketplace=FLIPKART&store=j9e%2Fm38%2Fo49&srno=b_5_98&otracker=browse&iid=00eaaf08-c24d-4981-98a4-066828159a82.MRCGA84FSH7RXFMM.SEARCH&ssid=a3sm5w9akg0000001686492761426,LG,21159,25999,18,9,1,Convection,28,MJEN286UF,4.7
"Voltas Beko 17 L Solo Microwave Oven  (MS17WM, WHITE)",https://www.flipkart.com/voltas-beko-17-l-solo-microwave-oven/p/itmf02d100576c08?pid=MRCG6F6JHYQFZAPJ&lid=LSTMRCG6F6JHYQFZAPJ5HSZQD&marketplace=FLIPKART&store=j9e%2Fm38%2Fo49&srno=b_5_99&otracker=browse&iid=00eaaf08-c24d-4981-98a4-066828159a82.MRCG6F6JHYQFZAPJ.SEARCH&ssid=a3sm5w9akg0000001686492761426,Voltas Beko,5689,6590,13,38,5,Solo,17,MS17WM,4.1
"SAMSUNG 21 L Convection Microwave Oven  (CE76JD-M/TL, Mirror Black)",https://www.flipkart.com/samsung-21-l-convection-microwave-oven/p/itmeyhej4sagn3h2?pid=MRCEYHEJCTAZ5HTE&lid=LSTMRCEYHEJCTAZ5HTEERS4BJ&marketplace=FLIPKART&store=j9e%2Fm38%2Fo49&srno=b_5_101&otracker=browse&iid=00eaaf08-c24d-4981-98a4-066828159a82.MRCEYHEJCTAZ5HTE.SEARCH&ssid=a3sm5w9akg0000001686492761426,SAMSUNG,12286,14290,14,42,8,Convection,21,CE76JD-M/TL,4.2
"MarQ by Flipkart 20 L Retro Solo Microwave Oven  (20AMWSMQR, Red Retro)",https://www.flipkart.com/marq-flipkart-20-l-retro-solo-microwave-oven/p/itmf46b8a8bc1cff?pid=MRCFQEBQYCMXRDXM&lid=LSTMRCFQEBQYCMXRDXMDREC15&marketplace=FLIPKART&store=j9e%2Fm38%2Fo49&srno=b_5_102&otracker=browse&iid=00eaaf08-c24d-4981-98a4-066828159a82.MRCFQEBQYCMXRDXM.SEARCH&ssid=a3sm5w9akg0000001686492761426,MarQ by Flipkart,3999,7199,44,1284,141,Solo,20,20AMWSMQR,4.3
"IFB 20 L Convection Microwave Oven  (20BC4, Black)",https://www.flipkart.com/ifb-20-l-convection-microwave-oven/p/itmef3kdfhkc4zug?pid=MRCEF3KDVTDQP69D&lid=LSTMRCEF3KDVTDQP69DFXI8TQ&marketplace=FLIPKART&store=j9e%2Fm38%2Fo49&srno=b_5_103&otracker=browse&iid=00eaaf08-c24d-4981-98a4-066828159a82.MRCEF3KDVTDQP69D.SEARCH&ssid=a3sm5w9akg0000001686492761426,IFB,11490,14390,20,1454,171,Convection,20,20BC4,4.3
"Panasonic 34 L Convection Microwave Oven  (NN-CD86JBFDG, BLACK)",https://www.flipkart.com/panasonic-34-l-convection-microwave-oven/p/itmd4690fdb8c049?pid=MRCG5PHREYUDGSRY&lid=LSTMRCG5PHREYUDGSRYID9JJV&marketplace=FLIPKART&store=j9e%2Fm38%2Fo49&srno=b_5_105&otracker=browse&iid=00eaaf08-c24d-4981-98a4-066828159a82.MRCG5PHREYUDGSRY.SEARCH&ssid=a3sm5w9akg0000001686492761426,Panasonic,28710,34990,17,4,0,Convection,34,NN-CD86JBFDG,4.3
"Galanz 30 L Solo Microwave Oven  (GLCMS630BKM09, Black)",https://www.flipkart.com/galanz-30-l-solo-microwave-oven/p/itmd7214f79586f8?pid=MRCFRCVPWEQ3SCBY&lid=LSTMRCFRCVPWEQ3SCBYQHKY3S&marketplace=FLIPKART&store=j9e%2Fm38%2Fo49&srno=b_5_106&otracker=browse&iid=00eaaf08-c24d-4981-98a4-066828159a82.MRCFRCVPWEQ3SCBY.SEARCH&ssid=a3sm5w9akg0000001686492761426,Galanz,6999,8690,19,209,29,Solo,30,GLCMS630BKM09,4.3
"LG 28 L Convection Microwave Oven  (MC2887BFUM.DBKQILN, Black)",https://www.flipkart.com/lg-28-l-convection-microwave-oven/p/itm4589dfca0de7d?pid=MRCFYHKGYASYQG3S&lid=LSTMRCFYHKGYASYQG3SXNL4HI&marketplace=FLIPKART&store=j9e%2Fm38%2Fo49&srno=b_5_107&otracker=browse&iid=00eaaf08-c24d-4981-98a4-066828159a82.MRCFYHKGYASYQG3S.SEARCH&ssid=a3sm5w9akg0000001686492761426,LG,15990,20799,23,19,2,Convection,28,MC2887BFUM.DBKQILN,4.5
"Morphy Richards 28 L Convection Microwave Oven  (28DCOX DuoChef, Silver)",https://www.flipkart.com/morphy-richards-28-l-convection-microwave-oven/p/itm9c2177d288700?pid=MRCG2U6TGHHBBCFM&lid=LSTMRCG2U6TGHHBBCFMVYLGSP&marketplace=FLIPKART&store=j9e%2Fm38%2Fo49&srno=b_5_109&otracker=browse&iid=00eaaf08-c24d-4981-98a4-066828159a82.MRCG2U6TGHHBBCFM.SEARCH&ssid=a3sm5w9akg0000001686492761426,Morphy Richards,14470,28995,50,41,2,Convection,28,28DCOX DuoChef,4.3
"MarQ by Flipkart 23 L Low-Cal Fry Convection Microwave Oven  (23AMWCMQB, Black)",https://www.flipkart.com/marq-flipkart-23-l-low-cal-fry-convection-microwave-oven/p/itm0171df9d20722?pid=MRCFQEBQ24GVYZPZ&lid=LSTMRCFQEBQ24GVYZPZFVREPF&marketplace=FLIPKART&store=j9e%2Fm38%2Fo49&srno=b_5_110&otracker=browse&iid=00eaaf08-c24d-4981-98a4-066828159a82.MRCFQEBQ24GVYZPZ.SEARCH&ssid=a3sm5w9akg0000001686492761426,MarQ by Flipkart,6999,10899,35,496,62,Convection,23,23AMWCMQB,4.2
"IFB 20 L Solo Microwave Oven  (20PM-MEC2 (WHITE), WHITE)",https://www.flipkart.com/ifb-20-l-solo-microwave-oven/p/itm53b2a5de7e0ab?pid=MRCGB7A96GQGBZFD&lid=LSTMRCGB7A96GQGBZFDJVBBIF&marketplace=FLIPKART&store=j9e%2Fm38%2Fo49&srno=b_5_111&otracker=browse&iid=00eaaf08-c24d-4981-98a4-066828159a82.MRCGB7A96GQGBZFD.SEARCH&ssid=a3sm5w9akg0000001686492761426,IFB,6119,7590,19,25,0,Solo,20,20PM-MEC2 (WHITE),4.6
"Godrej 23 L Convection Microwave Oven  (GME 723 CF3 PM Red Daisy, Black)",https://www.flipkart.com/godrej-23-l-convection-microwave-oven/p/itma80f1d1925c09?pid=MRCG5VFE7KYSVZTA&lid=LSTMRCG5VFE7KYSVZTANQJ4F1&marketplace=FLIPKART&store=j9e%2Fm38%2Fo49&srno=b_5_114&otracker=browse&iid=00eaaf08-c24d-4981-98a4-066828159a82.MRCG5VFE7KYSVZTA.SEARCH&ssid=a3sm5w9akg0000001686492761426,Godrej,11389,17490,34,5,1,Convection,23,GME 723 CF3 PM Red Daisy,4.6
"BAJAJ 17 L Solo Microwave Oven  (1701 MT DLX, 17L Solo Microwave Oven Black, BLACK)",https://www.flipkart.com/bajaj-17-l-solo-microwave-oven/p/itm155c7246d5e4d?pid=MRCG6YG9GPSCXET8&lid=LSTMRCG6YG9GPSCXET8GWMZFZ&marketplace=FLIPKART&store=j9e%2Fm38%2Fo49&srno=b_5_115&otracker=browse&iid=00eaaf08-c24d-4981-98a4-066828159a82.MRCG6YG9GPSCXET8.SEARCH&ssid=a3sm5w9akg0000001686492761426,BAJAJ,6000,8000,25,7,1,Solo,17,"1701 MT DLX, 17L Solo Microwave Oven Black",4.7
"Haier 20 L Convection Microwave Oven  (HIL2001CSPH, Silver)",https://www.flipkart.com/haier-20-l-convection-microwave-oven/p/itmer9yvvtpfefzn?pid=MRCER9YVNETHCFFX&lid=LSTMRCER9YVNETHCFFX5XBACJ&marketplace=FLIPKART&store=j9e%2Fm38%2Fo49&srno=b_5_117&otracker=browse&iid=00eaaf08-c24d-4981-98a4-066828159a82.MRCER9YVNETHCFFX.SEARCH&ssid=a3sm5w9akg0000001686492761426,Haier,10749,12000,10,270,43,Convection,20,HIL2001CSPH,4.2
"SAMSUNG 21 L Convection Microwave Oven  (CE73JD-B, Full Black)",https://www.flipkart.com/samsung-21-l-convection-microwave-oven/p/itm43671b9edbcf3?pid=MRCDWBZXJFWEP22E&lid=LSTMRCDWBZXJFWEP22E7CBUYU&marketplace=FLIPKART&store=j9e%2Fm38%2Fo49&srno=b_5_118&otracker=browse&iid=00eaaf08-c24d-4981-98a4-066828159a82.MRCDWBZXJFWEP22E.SEARCH&ssid=a3sm5w9akg0000001686492761426,SAMSUNG,10999,11050,,6786,755,Convection,21,CE73JD-B,4.4
"Godrej 20 L Convection Microwave Oven  (GME 720 CP2 QZ Black, GREEN)",https://www.flipkart.com/godrej-20-l-convection-microwave-oven/p/itmac863640d6708?pid=MRCG5UZVRCY35CSR&lid=LSTMRCG5UZVRCY35CSRLS3FXK&marketplace=FLIPKART&store=j9e%2Fm38%2Fo49&srno=b_5_119&otracker=browse&iid=00eaaf08-c24d-4981-98a4-066828159a82.MRCG5UZVRCY35CSR.SEARCH&ssid=a3sm5w9akg0000001686492761426,Godrej,10469,14940,29,,,Convection,20,GME 720 CP2 QZ Black,3.8
"Singer 20 L Solo Microwave Oven  (Maxiwave 20 S Solo Microwave Oven, 20 Litre, White)",https://www.flipkart.com/singer-20-l-solo-microwave-oven/p/itm1808c566dbf12?pid=MRCG7B96GRKHMZMH&lid=LSTMRCG7B96GRKHMZMHO9HIME&marketplace=FLIPKART&store=j9e%2Fm38%2Fo49&srno=b_6_121&otracker=browse&iid=99b44e03-5ea6-4899-bf6b-fa878138b76e.MRCG7B96GRKHMZMH.SEARCH&ssid=mht1kjjm400000001686492881455,Singer,5999,8990,33,31,1,Solo,20,"Maxiwave 20 S Solo Microwave Oven, 20 Litre",4.6
"LG 28 L Convection Microwave Oven  (MJEN286UH, Black)",https://www.flipkart.com/lg-28-l-convection-microwave-oven/p/itmd9a7c3c3e8833?pid=MRCG7DG9EDHHUZZF&lid=LSTMRCG7DG9EDHHUZZFYPGURO&marketplace=FLIPKART&store=j9e%2Fm38%2Fo49&srno=b_6_122&otracker=browse&iid=99b44e03-5ea6-4899-bf6b-fa878138b76e.MRCG7DG9EDHHUZZF.SEARCH&ssid=mht1kjjm400000001686492881455,LG,20699,26199,20,28,1,Convection,28,MJEN286UH,3.8
