product_url,product_title,mrp,sales_price,discount_percent,star_rating,number_of_ratings,seller_name,product_details,technical_details,additional_information,Brand,Special Feature,Product Dimensions,Colour,Capacity,Material,Recommended Uses For Product,Output Wattage,Wattage,Voltage,Control Method,Has Nonstick Coating,Inner Material,Min Temperature Setting,Controller Type,Is Dishwasher Safe,Max Temperature Setting,Manufacturer,Country of Origin,Item model number,Model,Annual Energy Consumption,Installation Type,Part Number,Special Features,Oven Cooking Mode,Burner Type,Fuel Type,Defrost System,Door Orientation,Included Components,Batteries Required,Model Name,Model Year,Mounting Hardware,Colour Screen,Audio Wattage,Batteries Included,GSM frequencies,Device interface - primary,Does it contain liquid?,Includes Rechargeable Battery,Is there a timer?,Includes remote,Item part number,Energy Consumption,Form Factor,Control Type,Door Style,Finish Type,Door Material Type,Volume Capacity Name,Energy Efficiency,Lighting,Certification,Control Console,Imported By,Number of Memory Sticks,Special features,Other display features,Color,Item Model Number,Item Part Number,Primary material,What is in the box?,Shelf Type,Whats in the box,Is Assembly Required,Assembly Type,Number of Pieces,Number of Shelves,Locking Mechanism,Weight,Item Height,Item Width,Door Material,Chamber Volume,Number of Heating Elements,Power Source,Item Weight,Net Quantity,Item Dimensions LxWxH,ASIN,Date First Available,Packer,Importer,Generic Name,Home & Kitchen Rank,Microwave Ovens Rank
https://www.amazon.in/MODA-34-Combination-Convection-Button-Controlled/dp/B09S6PYV8Q/ref=sr_1_159?keywords=microwave+oven&qid=1687856610&sr=8-159,"MODA Germany MARTIN-34 60 cm 34 L Built-In MICRO WAVE With Grill Combination and Convection Functions (Touch Button Controlled, Child Lock,Digital Clock with Time Display,Thermostat 230 Degrees)",50388,39999,21,,,MODA GERMANY,"{'Brand': 'MODA GERMANY', 'Colour': 'Black', 'Capacity': '34 litres', 'Special Feature': 'Child Lock, Thermostat 230 Degrees, Touch Button Controlled, Digital Clock with Time Display', 'Installation Type': 'Built-In'}","{'Brand': 'MODA GERMANY', 'Model': 'MARTIN - 34', 'Capacity': '34 litres', 'Installation Type': 'Built-In', 'Part Number': '2', 'Special Features': 'Child Lock, Thermostat 230 Degrees, Touch Button Controlled, Digital Clock with Time Display', 'Oven Cooking Mode': 'Grill, Convection', 'Colour': 'Black', 'Defrost System': 'Defrost', 'Material': 'Glass', 'Included Components': 'Full Black Tempered glass', 'Batteries Required': 'No', 'Manufacturer': 'MODA Germany', 'Country of Origin': 'China'}","{'ASIN': 'B09S6PYV8Q', 'Best Sellers Rank': '#2,647,194 in Home & Kitchen (See Top 100 in Home & Kitchen)\n#435 in Microwave Ovens', 'Date First Available': '26 August 2020', 'Manufacturer': 'MODA Germany, For requesting an installation/demo for this product once delivered, please contact MODA customer support on 9250099004 / care@modagermany.com and provide the products details. Installation of Built-in Hob is charged extra and needs to be paid directly to the service engineer at the time of Installation.', 'Packer': 'MODA Hardware India Pvt. Ltd. E-103, Block E, Mansarover Garden, New Delhi, Delhi 110015', 'Importer': 'MODA Hardware India Pvt. Ltd E-103, Block E, Mansarover Garden, New Delhi, Delhi 110015', 'Item Weight': '25 kg', 'Item Dimensions LxWxH': '64.5 x 54 x 45.5 Centimeters', 'Net Quantity': '1.00 count', 'Generic Name': 'MICROWAVE'}",MODA GERMANY,,,Black,34,Glass,,,,,,,,,,,,MODA Germany,China,,MARTIN - 34,,Built-In,2,"Child Lock, Thermostat 230 Degrees, Touch Button Controlled, Digital Clock with Time Display","Grill, Convection",,,Defrost,,Full Black Tempered glass,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25 kg,1.00 count,64.5 x 54 x 45.5 Centimeters,B09S6PYV8Q,26 August 2020,"MODA Hardware India Pvt. Ltd. E-103, Block E, Mansarover Garden, New Delhi, Delhi 110015","MODA Hardware India Pvt. Ltd E-103, Block E, Mansarover Garden, New Delhi, Delhi 110015",MICROWAVE,2647194,435
https://www.amazon.in/Bosch-Serie-Stainless-Microwave-HMT75M551I/dp/B00BMKPHJQ/ref=sr_1_107?keywords=microwave+oven&qid=1687856601&sr=8-107,Bosch Serie | 2 50 cm 17 L Stainless Steel Built in Microwave HMT75M551I (Steel/Black),,,,3.5,8,Electronics on Sale-Home Appliances,"{'Brand': 'Bosch', 'Capacity': '17 litres', 'Installation Type': 'Built-In', 'Controller Type': 'Touch Control', 'Model Name': 'HMT75M551I'}","{'Item Model Number': 'HMT75M551B', 'Item Part Number': 'Silver microwave Bosch_A1', 'Installation Type': 'Built-In', 'Locking Mechanism': 'No Door Lock', 'Manufacturer': 'Bosch', 'Country of Origin': 'China'}","{'ASIN': 'B00BMKPHJQ', 'Customer Reviews': '3.5\n8 ratings\n3.5 out of 5 stars', 'Best Sellers Rank': '#937,869 in Home & Kitchen (See Top 100 in Home & Kitchen)\n#261 in Microwave Ovens', 'Date First Available': '28 January 2019', 'Manufacturer': 'Bosch', 'Item Weight': '18 kg 400 g', 'Item Dimensions LxWxH': '32 x 45.3 x 28 Centimeters'}",Bosch,,,,17,,,,,,,,,,,,,Bosch,China,,,,Built-In,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HMT75M551B,Silver microwave Bosch_A1,,,,,,,,,No Door Lock,,,,,,,,18 kg 400 g,,32 x 45.3 x 28 Centimeters,B00BMKPHJQ,28 January 2019,,,,937869,261
https://www.amazon.in/KARNATAKA-ELECTRONICS-MICROWAVE-OVEN-MODEL/dp/B0B5CY3NTM/ref=sr_1_152?keywords=microwave+oven&qid=1687856610&sr=8-152,SRI NEW KARNATAKA ELECTRONICS MICROWAVE OVEN MODEL - 5,,,,,,,"{'Brand': 'Generic', 'Model Name': 'SN039', 'Heating Method': 'MICROWAVE'}","{'Manufacturer': 'SRI NEW KARNATAKA ELECTRONICS', 'Item model number': 'SN039', 'Product Dimensions': '30.48 x 30.48 x 30.48 cm', 'ASIN': 'B0B5CY3NTM'}","{'Manufacturer': 'SRI NEW KARNATAKA ELECTRONICS, SRI NEW KARNATAKA ELECTRONICS CHINTAMINI', 'Item Dimensions LxWxH': '30.5 x 30.5 x 30.5 Centimeters', 'Net Quantity': '1.00 count', 'Generic Name': 'SRI NEW KARNATAKA ELECTRONICS MICROWAVE OVEN MODEL - 5'}",Generic,,30.48 x 30.48 x 30.48 cm,,,,,,,,,,,,,,,SRI NEW KARNATAKA ELECTRONICS,,SN039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00 count,30.5 x 30.5 x 30.5 Centimeters,,,,,SRI NEW KARNATAKA ELECTRONICS MICROWAVE OVEN MODEL - 5,,
https://www.amazon.in/Siemens-Litres-Built-Microwave-BF634LGS1I/dp/B00O8CE27S/ref=sr_1_138?keywords=microwave+oven&qid=1687856607&sr=8-138,Siemens 21 Litres Built-in Microwave Oven (Black) BF634LGS1I,,,,4.2,43,Kitchen Brand Store (IndiaBrandstore),"{'Brand': 'Siemens', 'Colour': 'Black', 'Capacity': '21', 'Special Feature': 'Defrost', 'Installation Type': 'Built-In'}","{'Brand': 'Siemens', 'Model': 'BF634LGS1', 'Energy Consumption': '900 Watts', 'Capacity': '21', 'Installation Type': 'Built-In', 'Part Number': '4242003676400', 'Special Features': 'Defrost', 'Oven Cooking Mode': 'Microwave', 'Colour': 'Black', 'Wattage': '900 Watts', 'Defrost System': 'Defrost', 'Door Orientation': 'Left', 'Material': 'Glass', 'Batteries Included': 'No', 'Batteries Required': 'No', 'Manufacturer': 'BSH Household Appliances MFG PVT LTD', 'Country of Origin': 'Spain'}","{'ASIN': 'B00O8CE27S', 'Customer Reviews': '4.2\n43 ratings\n4.2 out of 5 stars', 'Date First Available': '18 March 2019', 'Manufacturer': 'BSH Household Appliances MFG PVT LTD', 'Item Weight': '16 kg 700 g', 'Item Dimensions LxWxH': '59.4 x 31.8 x 38.2 Centimeters'}",Siemens,,,Black,21,Glass,,,900 Watts,,,,,,,,,BSH Household Appliances MFG PVT LTD,Spain,,BF634LGS1,,Built-In,4242003676400,Defrost,Microwave,,,Defrost,Left,,No,,,,,,No,,,,,,,,900 Watts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16 kg 700 g,,59.4 x 31.8 x 38.2 Centimeters,B00O8CE27S,18 March 2019,,,,,
https://www.amazon.in/Crofton-4881-08-Convection-Oven/dp/B001TGRDNQ/ref=sr_1_176?keywords=microwave+oven&qid=1687856613&sr=8-176,Crofton Convection Oven,,,,,,online Adda,"{'Brand': 'Crofton', 'Special Feature': 'Temperature Control', 'Control Type': 'Knob', 'Door Style': 'Dropdown Door', 'Included Components': 'Grill'}","{'Brand': 'Crofton', 'Special Feature': 'Temperature Control', 'Control Type': 'Knob', 'Door Style': 'Dropdown Door', 'Included Components': 'Grill', 'Door Material Type': 'Tempered Glass', 'Item model number': '4881-08', 'ASIN': 'B001TGRDNQ'}","{'Item Weight': '7 kg 30 g', 'Included Components': 'Grill'}",Crofton,Temperature Control,,,,,,,,,,,,,,,,,,4881-08,,,,,,,,,,,Grill,,,,,,,,,,,,,,,,,Knob,Dropdown Door,,Tempered Glass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7 kg 30 g,,,,,,,,,
https://www.amazon.in/IFB-Convection-Microwave-23BC5-Black/dp/B07R8MF114/ref=sr_1_58?keywords=microwave+oven&qid=1687856592&sr=8-58,"IFB 23 L Convection Microwave Oven (23BC5, Black, With Starter Kit)",,,,4.2,187,,"{'Brand': 'IFB', 'Product Dimensions': '46D x 46W x 35H Centimeters', 'Colour': 'Black', 'Capacity': '23 litres', 'Special Feature': '71 Auto-cook menus, Disinfect, Deodorize, Timer option, Power Save, Ove… See more'}","{'Brand': 'IFB', 'Model': '23BC5', 'Capacity': '23 litres', 'Installation Type': 'Countertop', 'Part Number': '23BC5', 'Special Features': '71 Auto-cook menus, Disinfect, Deodorize, Timer option, Power Save, Overheating Protection, Sensor Malfunction Protection', 'Oven Cooking Mode': 'Convection', 'Colour': 'Black', 'Voltage': '230 Volts', 'Wattage': '800 Watts', 'Fuel Type': 'Electric', 'Defrost System': 'Defrost', 'Door Orientation': 'Left', 'Material': 'Stainless Steel', 'Included Components': '1 Microwave Oven, Warranty Card, User Manual and Starter Kit', 'Batteries Included': 'No', 'Batteries Required': 'No', 'Manufacturer': 'Guangdong Galanz Microwave Oven and Electrical Appliances Manufacturing Co. Ltd'}","{'ASIN': 'B07R8MF114', 'Customer Reviews': '4.2\n187 ratings\n4.2 out of 5 stars', 'Best Sellers Rank': '#173,211 in Home & Kitchen (See Top 100 in Home & Kitchen)\n#83 in Microwave Ovens', 'Date First Available': '21 June 2019', 'Manufacturer': 'Guangdong Galanz Microwave Oven and Electrical Appliances Manufacturing Co. Ltd, Guangdong Galanz Microwave Oven and Electrical Appliances Manufacturing Co. Ltd, Guangdong Galanz Microwave Oven and Electrical Appliances Manufacturing Co. Ltd No 3, East Xingpu Avenue, Huangpu Town, Zhonghshan City, Guangdong China ZIP 528429', 'Packer': 'IFB Industries Ltd.L-1, Verna, Goa, India-403722 0832-3044800/01 Customerservice@ifbglobal.com', 'Importer': 'IFB Industries Ltd.L-1, Verna, Goa, India-403722 0832-3044800/01 Customerservice@ifbglobal.com', 'Item Weight': '14 kg 200 g', 'Item Dimensions LxWxH': '40 x 48.3 x 28.1 Centimeters', 'Net Quantity': '1 Count', 'Generic Name': 'Microwave Oven'}",IFB,,,Black,23,Stainless Steel,,,800 Watts,230 Volts,,,,,,,,Guangdong Galanz Microwave Oven and Electrical Appliances Manufacturing Co. Ltd,,,23BC5,,Countertop,23BC5,"71 Auto-cook menus, Disinfect, Deodorize, Timer option, Power Save, Overheating Protection, Sensor Malfunction Protection",Convection,,Electric,Defrost,Left,"1 Microwave Oven, Warranty Card, User Manual and Starter Kit",No,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14 kg 200 g,1 Count,40 x 48.3 x 28.1 Centimeters,B07R8MF114,21 June 2019,"IFB Industries Ltd.L-1, Verna, Goa, India-403722 0832-3044800/01 Customerservice@ifbglobal.com","IFB Industries Ltd.L-1, Verna, Goa, India-403722 0832-3044800/01 Customerservice@ifbglobal.com",Microwave Oven,173211,83
https://www.amazon.in/LG-Convection-Microwave-MC2886BRUM-Black/dp/B01LF927AU/ref=sr_1_30?keywords=microwave+oven&qid=1687856584&sr=8-30,"LG 28 L Convection Microwave Oven (MC2886BRUM, Black)",,,,4.3,1179,,"{'Size': 'Standard', 'Brand': 'LG', 'Colour': 'Black', 'Heating Method': 'Convection', 'Fuel Type': 'Electric'}","{'Brand': 'LG', 'Model': 'MC2886BRUM', 'Capacity': '28 litres', 'Volume Capacity Name': '28 litres', 'Installation Type': 'Countertop', 'Part Number': 'MC2886BRUM', 'Special Features': 'Programmable, Auto_cook, Control_panel_lock, Defrost, Interior_light, Self-cleaning, Timer, Turntable', 'Oven Cooking Mode': 'Convection', 'Colour': 'Black', 'Wattage': '1950 Watts', 'Fuel Type': 'Electric', 'Defrost System': 'Defrost', 'Door Orientation': 'Left', 'Material': 'ABS', 'Included Components': '1', 'Batteries Included': 'No', 'Batteries Required': 'No', 'Manufacturer': 'LG'}","{'ASIN': 'B01LF927AU', 'Customer Reviews': '4.3\n1,179 ratings\n4.3 out of 5 stars', 'Best Sellers Rank': '#18,863 in Home & Kitchen (See Top 100 in Home & Kitchen)\n#29 in Microwave Ovens', 'Date First Available': '2 September 2016', 'Manufacturer': 'LG, LG', 'Packer': 'LG', 'Importer': 'LG', 'Item Dimensions LxWxH': '2.01 x 1.2 x 1.95 Meters', 'Net Quantity': '1 set'}",LG,,,Black,28,ABS,,,1950 Watts,,,,,,,,,LG,,,MC2886BRUM,,Countertop,MC2886BRUM,"Programmable, Auto_cook, Control_panel_lock, Defrost, Interior_light, Self-cleaning, Timer, Turntable",Convection,,Electric,Defrost,Left,1,No,,,,,,No,,,,,,,,,,,,,,28 litres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 set,2.01 x 1.2 x 1.95 Meters,B01LF927AU,2 September 2016,LG,LG,,18863,29
https://www.amazon.in/Bosch-CMA585MS0-Stainless-Einbau-Kompaktbackofen-Microwave/dp/B0764R1YBQ/ref=sr_1_157?keywords=microwave+oven&qid=1687856610&sr=8-157,Bosch CMA585MS0 Stainless Steel Einbau-Kompaktbackofen with Microwave (Energy Class A++),,,,4.1,2,Kitchen Brand Store (IndiaBrandstore),"{'Brand': 'Bosch', 'Colour': 'STAINLESS STEEL AND BLACK GLASS', 'Capacity': '44 litres', 'Special Feature': 'COMBI OVEN AND MICROWAVE', 'Recommended Uses For Product': 'Residential'}","{'Color': 'STAINLESS STEEL AND BLACK GLASS', 'Item Model Number': 'CMA585MS0', 'Item Part Number': 'CMA585MS0', 'Installation Type': 'Built-In', 'Primary material': 'Stainless Steel', 'Number of Pieces': '1', 'Weight': '37 Kilograms', 'Manufacturer': 'Bosch', 'Country of Origin': 'India'}","{'ASIN': 'B0764R1YBQ', 'Customer Reviews': '4.1\n2 ratings\n4.1 out of 5 stars', 'Date First Available': '10 June 2020', 'Manufacturer': 'Bosch', 'Item Weight': '37 kg', 'Item Dimensions LxWxH': '57 x 59.4 x 45.4 Centimeters'}",Bosch,,,,44,,,,,,,,,,,,,Bosch,India,,,,Built-In,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STAINLESS STEEL AND BLACK GLASS,CMA585MS0,CMA585MS0,Stainless Steel,,,,,,1,,,37 Kilograms,,,,,,,37 kg,,57 x 59.4 x 45.4 Centimeters,B0764R1YBQ,10 June 2020,,,,,
https://www.amazon.in/Generic-Convection-Microwave-Black/dp/B0B97JQ9RS/ref=sr_1_178?keywords=microwave+oven&qid=1687856616&sr=8-178,Convection Microwave (Black),17850,16880,5,,,Best Deal.,"{'Brand': 'Generic', 'Special Feature': 'Auto Cook', 'Installation Type': 'Countertop', 'Included Components': 'Turntable', 'Timer Function': 'Timer Function Available'}","{'Special features': 'Auto Cook', 'Other display features': 'Wireless', 'Whats in the box': 'Turntable', 'Manufacturer': 'Best Deal', 'Country of Origin': 'India'}","{'ASIN': 'B0B97JQ9RS', 'Date First Available': '10 August 2022', 'Manufacturer': 'Best Deal'}",Generic,,,,,,,,,,,,,,,,,Best Deal,India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Auto Cook,Wireless,,,,,,,Turntable,,,,,,,,,,,,,,,,B0B97JQ9RS,10 August 2022,,,,,
https://www.amazon.in/New-Ashu-Convection-Microwave-Black/dp/B0B8YS7HNL/ref=sr_1_177?keywords=microwave+oven&qid=1687856616&sr=8-177,New Ashu Convection Microwave (Black),34500,32500,6,,,New Ashu TV Centre,"{'Brand': 'Generic', 'Special Feature': 'Defrost', 'Installation Type': 'Countertop', 'Timer Function': 'Timer Function Available', 'Heating Method': 'Microwave, Convection'}","{'Special features': 'Defrost', 'Other display features': 'Wireless', 'Manufacturer': 'New AshuTV Centre', 'Country of Origin': 'India'}","{'ASIN': 'B0B8YS7HNL', 'Best Sellers Rank': '#2,105,337 in Home & Kitchen (See Top 100 in Home & Kitchen)\n#394 in Microwave Ovens', 'Date First Available': '8 August 2022', 'Manufacturer': 'New AshuTV Centre'}",Generic,,,,,,,,,,,,,,,,,New AshuTV Centre,India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Defrost,Wireless,,,,,,,,,,,,,,,,,,,,,,,B0B8YS7HNL,8 August 2022,,,,2105337,394
https://www.amazon.in/LG-Convection-Microwave-Oven-MC2846BR/dp/B09F3PTNHN/ref=sr_1_98?keywords=microwave+oven&qid=1687856601&sr=8-98,LG 28 L Convection Microwave Oven (MC2846BR) (Black),,,,4.1,41,,"{'Brand': 'LG', 'Heating Method': 'Convection', 'Fuel Type': 'Electric', 'Installation Type': 'Countertop', 'Item Dimensions LxWxH': '49.5 x 51 x 30.5 Centimeters'}","{'Brand': 'LG', 'Model': 'MC2846BR', 'Capacity': '28 litres', 'Installation Type': 'Countertop', 'Part Number': '8806090000000', 'Special Features': 'Auto Cook', 'Oven Cooking Mode': 'Convection', 'Fuel Type': 'Electric', 'Defrost System': 'Defrost', 'Door Orientation': 'Left', 'Material': 'Stainless Steel', 'Included Components': 'Stainless Stee', 'Manufacturer': 'LG INDIA PVT LTD'}","{'ASIN': 'B09F3PTNHN', 'Customer Reviews': '4.1\n41 ratings\n4.1 out of 5 stars', 'Best Sellers Rank': '#311,242 in Home & Kitchen (See Top 100 in Home & Kitchen)\n#110 in Microwave Ovens', 'Date First Available': '31 August 2021', 'Manufacturer': 'LG INDIA PVT LTD', 'Item Weight': '1 kg 130 g', 'Item Dimensions LxWxH': '49.5 x 51 x 30.5 Centimeters'}",LG,,,,28,Stainless Steel,,,,,,,,,,,,LG INDIA PVT LTD,,,MC2846BR,,Countertop,8806090000000,Auto Cook,Convection,,Electric,Defrost,Left,Stainless Stee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 kg 130 g,,49.5 x 51 x 30.5 Centimeters,B09F3PTNHN,31 August 2021,,,,311242,110
https://www.amazon.in/IFB-Convection-Microwave-25SC4-Metallic/dp/B00P1KGR8I/ref=sr_1_57?keywords=microwave+oven&qid=1687856592&sr=8-57,"IFB 25 L Convection Microwave Oven (25SC4, Metallic Silver, With Starter Kit)",17990,13990,22,4.3,1749,DAWNTECH ELECTRONICS PRIVATE LIMITED,"{'Size': 'STANDARD', 'Brand': 'IFB', 'Colour': 'Silver', 'Heating Method': 'Convection', 'Fuel Type': 'Electric'}","{'Brand': 'IFB', 'Model': '25SC4', 'Capacity': '25 litres', 'Annual Energy Consumption': '800 Watts', 'Installation Type': 'Countertop', 'Part Number': '25SC4', 'Special Features': 'Auto_cook', 'Oven Cooking Mode': 'Convection', 'Burner Type': 'Ceramic', 'Colour': 'Silver', 'Voltage': '230 Volts', 'Wattage': '800 Watts', 'Fuel Type': 'Electric', 'Defrost System': 'Defrost', 'Door Orientation': 'Left', 'Included Components': '1 Microwave Oven, Warranty Card, User Manual and Starter Kit', 'Batteries Included': 'No', 'Batteries Required': 'No', 'Manufacturer': 'Guangdong Galanz Microwave Oven and Electrical Appliances Manufacturing Co. Ltd', 'Country of Origin': 'China'}","{'ASIN': 'B00P1KGR8I', 'Customer Reviews': '4.3\n1,749 ratings\n4.3 out of 5 stars', 'Best Sellers Rank': '#86,719 in Home & Kitchen (See Top 100 in Home & Kitchen)\n#61 in Microwave Ovens', 'Date First Available': '18 November 2014', 'Manufacturer': 'Guangdong Galanz Microwave Oven and Electrical Appliances Manufacturing Co. Ltd, Guangdong Galanz Microwave Oven and Electrical Appliances Manufacturing Co. Ltd No 3, East Xingpu Avenue, Huangpu Town, Zhonghshan City, Guangdong China ZIP 528429', 'Packer': 'IFB Industries Ltd , 14 Taratola Road, Kolkata, India', 'Importer': 'IFB Industries, Verna Industrial Estate, Goa - 403722', 'Item Weight': '16 kg 100 g', 'Item Dimensions LxWxH': '48 x 28 x 41 Centimeters', 'Net Quantity': '1 count', 'Generic Name': 'Microwave Ovens'}",IFB,,,Silver,25,,,,800 Watts,230 Volts,,,,,,,,Guangdong Galanz Microwave Oven and Electrical Appliances Manufacturing Co. Ltd,China,,25SC4,800 Watts,Countertop,25SC4,Auto_cook,Convection,Ceramic,Electric,Defrost,Left,"1 Microwave Oven, Warranty Card, User Manual and Starter Kit",No,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16 kg 100 g,1 count,48 x 28 x 41 Centimeters,B00P1KGR8I,18 November 2014,"IFB Industries Ltd , 14 Taratola Road, Kolkata, India","IFB Industries, Verna Industrial Estate, Goa - 403722",Microwave Ovens,86719,61
https://www.amazon.in/Westinghouse-WCM770SS-Microwave-0-7Cubic-Stainless/dp/B00BGTOHJO/ref=sr_1_172?keywords=microwave+oven&qid=1687856613&sr=8-172,"Commercial Chef CHM770SS Countertop Microwave with Stainless Steel Trim, 0.7 Cubic Feet, Black",,,,4.4,3755,online Adda,"{'Brand': 'Westinghouse', 'Colour': 'Stainless Steel', 'Capacity': '0.7 Cubic Feet', 'Special Feature': 'Timer, Defrost, Turntable', 'Installation Type': 'Countertop'}","{'Manufacturer': 'Commercial Chef', 'Item model number': 'CHM770SS', 'ASIN': 'B00BGTOHJO'}","{'Manufacturer': 'Commercial Chef', 'Item Weight': '10 kg 500 g', 'Item Dimensions LxWxH': '31.4 x 45.2 x 26.2 Centimeters', 'Included Components': 'Turntable', 'Generic Name': 'Countertop Microwave Oven'}",Westinghouse,,,,19,,,,,,,,,,,,,Commercial Chef,,CHM770SS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10 kg 500 g,,31.4 x 45.2 x 26.2 Centimeters,,,,,Countertop Microwave Oven,,
https://www.amazon.in/Kraft-Italy-Built-Steam-Black/dp/B07WP4JWWP/ref=sr_1_134?keywords=microwave+oven&qid=1687856607&sr=8-134,Kraft Italy 33 Ltrs. DZX 18 C.Y Built in Steam Oven,85260,60361,29,,,Kraft Italy,"{'Brand': 'Kraft Italy', 'Colour': 'Black', 'Special Feature': 'Portable, Timer, Steam Feature', 'Control Type': 'Touch', 'Door Style': 'Dropdown Door'}","{'Brand': 'Kraft Italy', 'Colour': 'Black', 'Special Feature': 'Portable, Timer, Steam Feature', 'Control Type': 'Touch', 'Door Style': 'Dropdown Door', 'Included Components': 'Oven', 'Door Material Type': 'Tempered Glass', 'Manufacturer': 'Kraft', 'Country of Origin': 'India', 'Item part number': 'KI 019', 'ASIN': 'B07WP4JWWP'}","{'Manufacturer': 'Kraft', 'Included Components': 'Oven'}",Kraft Italy,"Portable, Timer, Steam Feature",,Black,,,,,,,,,,,,,,Kraft,India,,,,,,,,,,,,Oven,,,,,,,,,,,,,,KI 019,,,Touch,Dropdown Door,,Tempered Glass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.amazon.in/Voltas-Beko-Convection-Microwave-MC28BD/dp/B07NHVP6KW/ref=sr_1_76?keywords=microwave+oven&qid=1687856595&sr=8-76,"Voltas Beko 28 L Convection Microwave Oven, 5 power levels (MC28BD, Black)",19990,11490,43,4.1,22,DAWNTECH ELECTRONICS PRIVATE LIMITED,"{'Brand': 'Voltas Beko', 'Product Dimensions': '52D x 50.1W x 32.6H Centimeters', 'Colour': 'Inox', 'Capacity': '28 litres', 'Special Feature': 'Digital Display, Large Turntable and 5 power levels, Voltas microwave… See more'}","{'Brand': 'Voltas Beko', 'Model': 'MC28BD', 'Capacity': '28 litres', 'Volume Capacity Name': '28 litres', 'Installation Type': 'Freestanding', 'Part Number': '1300008', 'Special Features': 'Digital Display, Large Turntable and 5 power levels, Voltas microwave comes with Auto Cooking, Active Defrosting', 'Oven Cooking Mode': 'Convection', 'Colour': 'Inox', 'Voltage': '230 Volts', 'Wattage': '900 Watts', 'Fuel Type': 'Electric', 'Defrost System': 'Defrost', 'Door Orientation': 'Left', 'Material': 'Stainless Steel', 'Included Components': 'Microwave Oven , User Manual , Glass Tray , Roller Ring,Griller , Power Cable', 'Batteries Required': 'No', 'Manufacturer': 'Voltas Beko (Deemed)', 'Country of Origin': 'China'}","{'ASIN': 'B07NHVP6KW', 'Customer Reviews': '4.1\n22 ratings\n4.1 out of 5 stars', 'Best Sellers Rank': '#39,399 in Home & Kitchen (See Top 100 in Home & Kitchen)\n#41 in Microwave Ovens', 'Date First Available': '8 February 2019', 'Manufacturer': 'Voltas Beko (Deemed), (Deemed) Voltbek Home Appliances Pvt. Ltd. Voltas House A Chinchpokli Mumbai-400033 Contact: 1860 599 4444', 'Packer': '(Deemed) Voltbek Home Appliances Pvt. Ltd. Voltas House A Chinchpokli Mumbai-400033 Contact: 1860 599 4444', 'Importer': 'Voltbek Home Appliances Pvt. Ltd. Voltas House A Chinchpokli Mumbai-400033 Contact: 1860 599 4444', 'Item Weight': '13 kg 700 g', 'Item Dimensions LxWxH': '41 x 48.5 x 29.2 Centimeters', 'Net Quantity': '1 Units', 'Generic Name': 'Microwave'}",Voltas Beko,,,Inox,28,Stainless Steel,,,900 Watts,230 Volts,,,,,,,,Voltas Beko (Deemed),China,,MC28BD,,Freestanding,1300008,"Digital Display, Large Turntable and 5 power levels, Voltas microwave comes with Auto Cooking, Active Defrosting",Convection,,Electric,Defrost,Left,"Microwave Oven , User Manual , Glass Tray , Roller Ring,Griller , Power Cable",No,,,,,,,,,,,,,,,,,,,,28 litres,,,,,,,,,,,,,,,,,,,,,,,,,,,,13 kg 700 g,1 Units,41 x 48.5 x 29.2 Centimeters,B07NHVP6KW,8 February 2019,(Deemed) Voltbek Home Appliances Pvt. Ltd. Voltas House A Chinchpokli Mumbai-400033 Contact: 1860 599 4444,Voltbek Home Appliances Pvt. Ltd. Voltas House A Chinchpokli Mumbai-400033 Contact: 1860 599 4444,Microwave,39399,41
